domena,ID reg,ID drzitela,Stav domeny,NS1,NS2,NS3,NS4,datum exspiracie
2ip.sk,ELBI-0002,ELB-20PBF6S6ZAZQ,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.04.2020
2msk.sk,ISKI-0001,FORPSI-S640943,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,07.08.2021
2senses.sk,ISKI-0001,FORPSI-S567315,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,05.08.2020
2sis.sk,WEBG-0001,WY-112233,OK,ns1.trailslash.com,ns2.trailslash.com,ns3.trailslash.com,ns4.trailslash.com,17.04.2024
2you.sk,ELBI-0002,INFO-0074-1465,OK,ns.inetadmin.cz,ns.inetadmin.eu,ns.inetadmin.sk,,06.02.2020
3-5izbovybyt.sk,ISKI-0001,PAVE-0077,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,10.08.2020
321go.sk,ISKI-0001,FORPSI-S430264,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,10.07.2020
360globalfit.sk,ISKI-0001,FORPSI-S12921,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,06.09.2020
360globalfitnessshop.sk,ISKI-0001,FORPSI-S12921,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,06.09.2020
3dsmile.sk,ELBI-0002,BLUE-0057,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,31.07.2020
3px.sk,ELBI-0002,ELB-0KR23FT3J8VP,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,21.11.2019
3signa.sk,ISKI-0001,3SIG-0001,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,27.06.2020
3sk.sk,ISKI-0001,3SKI-0002,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,18.07.2020
4english.sk,ELBI-0002,VNET-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.10.2019
4happy.sk,ISKI-0001,FORPSI-S607817,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,04.06.2020
4rka.sk,ISKI-0001,FORPSI-S593606,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,24.06.2020
4save.sk,ELBI-0002,ELB-XKWF21D0DVQ5,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,23.02.2020
5kcrazy.sk,ISKI-0001,MEDI-0531,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,19.08.2019
5kfun.sk,ISKI-0001,MEDI-0531,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,19.08.2019
6sense.sk,ELBI-0002,ELB-PR7X4CNJ4ASP,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,16.05.2020
7spa.sk,ELBI-0002,HLBO-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,02.07.2020
a-repko.sk,ELBI-0002,ANTO-0339,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,14.04.2027
a3design.sk,ELBI-0002,A3DE-0004,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,14.11.2019
aa2c.sk,ISKI-0001,FORPSI-S671019,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,31.07.2020
aa4c.sk,ISKI-0001,FORPSI-S671019,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,31.07.2020
aa4k.sk,ISKI-0001,FORPSI-S671019,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,29.07.2021
aaazahradnydizajn.sk,ISKI-0001,FORPSI-S642208,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,22.08.2020
aauto.sk,ISKI-0001,H412719,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,25.11.2019
abari.sk,ISKI-0001,FORPSI-S648444,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,26.07.2020
abbviecare.sk,ELBI-0002,C4PI-0002,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,14.10.2019
abcpotlac.sk,WEBG-0001,WY-112245,OK,ns1.wy.sk,ns2.wy.sk,ns1.wydns.net,ns2.wydns.net,07.05.2020
abdis.sk,ISKI-0001,SVKG-0001,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,11.06.2020
abecedahojeniaran.sk,ISKI-0001,FORPSI-S637855,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,04.07.2020
abelektro.sk,ELBI-0002,ANTO-0235-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,04.03.2020
aboutgarden.sk,ISKI-0001,FORPSI-S669796,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,11.07.2020
absalon.sk,UXSO-0001,H691259,OK,mona.ns.cloudflare.com,amit.ns.cloudflare.com,,,03.03.2021
acai-berry.sk,ELBI-0002,ELB-M15C5E9JN5HR,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,04.06.2020
acaislovensko.sk,ISKI-0001,FORPSI-S672445,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,12.08.2020
acatex.sk,ISKI-0001,FORPSI-S517151,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,06.08.2020
acc.sk,ISKI-0001,IVAN-0084,OK,dns.pes.cz,ns.pes.cz,,,19.08.2020
accountstudio.sk,ELBI-0002,MIRO-2127,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,08.03.2020
acoustic-man.sk,ISKI-0001,FORPSI-S625369,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,15.07.2020
acousticman.sk,ISKI-0001,FORPSI-S625369,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,15.07.2020
active-com.sk,ISKI-0001,FORPSI-S527155,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,12.07.2020
active-communication.sk,ISKI-0001,FORPSI-S527155,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,12.07.2020
active-flora.sk,ZONE-0002,ZONERSK-1008935,OK,ns1.regzone.cz,ns1.regzone.info,ns1.regzone.de,,28.03.2020
activecom.sk,ISKI-0001,FORPSI-S527155,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,12.07.2020
activecommunication.sk,ISKI-0001,FORPSI-S527155,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,12.07.2020
activeflora.sk,ZONE-0002,ZONERSK-1008935,OK,ns1.regzone.cz,ns1.regzone.info,ns1.regzone.de,,28.03.2020
activereality.sk,ELBI-0002,ACTI-0031-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,03.07.2020
acweb.sk,ELBI-0002,ANNA-0229-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,20.05.2020
adamea.sk,ELBI-0002,ELB-O5T0HPJK8ZC9,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,09.10.2019
adanito.sk,ISKI-0001,H398849,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,12.08.2020
adaptec.sk,ELBI-0002,ELB-FYK2EG5JJWR7,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,19.07.2020
adc-media.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,17.06.2020
addeum.sk,ISKI-0001,FORPSI-S618859,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,04.08.2020
adhersol.sk,ELBI-0002,ELB-8ZLDH17MM12N,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,28.06.2020
adhertec.sk,ELBI-0002,ELB-KX0A69LAGD2T,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,21.03.2020
aditizol.sk,ISKI-0001,UBIC-0076,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,25.08.2020
adkovpristav.sk,ISKI-0001,FORPSI-S616509,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,15.07.2020
adminpanel.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,01.10.2019
admintech.sk,ISKI-0001,PETE-0137,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,03.08.2020
adoralingua.sk,ELBI-0002,PETE-0507-4025,OK,ns.inetadmin.eu,ns.inetadmin.cz,ns.inetadmin.sk,,02.03.2020
adventureparkkarpaty.sk,ELBI-0002,JSWO-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,24.01.2020
advice-md.sk,ZONE-0002,ZONERSK-1006995,OK,ns1.regzone.cz,ns1.regzone.info,ns1.regzone.de,,06.05.2020
advisorea.sk,ELBI-0002,ELB-67DYYPYSQOJF,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,17.03.2020
advokat-roznava.sk,ELBI-0002,ELB-TPVF9MD67QNI,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,20.05.2020
advokatkorosi.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,17.08.2019
advokatnz.sk,ELBI-0002,INFO-0074-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,25.07.2020
advokatpetrusova.sk,ISKI-0001,PCEX-0003,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,14.02.2020
advokatroznava.sk,ELBI-0002,ELB-EJBYDKHHIGVS,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,20.05.2020
advos.sk,ISKI-0001,LGTE-0001,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,26.07.2020
aero.sk,ELBI-0002,MIRO-1414,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,09.11.2019
afcslovakia.sk,ELBI-0002,ELB-JPB9KQYQGFG7,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.12.2019
afer.sk,ISKI-0001,AFER-0002,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,02.06.2020
affiliate.sk,ELBI-0002,STEF-0122,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,02.07.2020
affiliateclub.sk,ELBI-0002,LEAD-0014,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,12.09.2019
affiliatemarketer.sk,ISKI-0001,FORPSI-S672016,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,06.08.2020
affiliates.sk,ELBI-0002,LEAD-0014,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,06.09.2019
affin.sk,ISKI-0001,FORPSI-S597191,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,13.06.2020
afinito.sk,ELBI-0002,ELB-MPD1RI35APV3,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,16.05.2020
afk.sk,ELBI-0002,AFKI-0002,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.04.2020
afl.sk,ZONE-0002,BMTS-0002,OK,ns1.slovaknet.sk,ns2.slovnet.com,,,03.11.2019
afroditaspa.sk,ISKI-0001,FORPSI-S670436,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,20.07.2020
afterdrink.sk,ISKI-0001,MARC-0566,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,08.07.2020
afyzio.sk,ISKI-0001,TOMD-0055,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,01.08.2020
agatik.sk,ISKI-0001,MATE-0718,OK,ns.forpsi.net,ns.forpsi.cz,ns.forpsi.it,,04.12.2019
agenturajobs.sk,ISKI-0001,FORPSI-S670869,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,05.08.2020
agenturakatka.sk,ISKI-0001,KATA-0133,OK,ns.forpsi.net,ns.forpsi.us,ns.forpsi.cz,,23.06.2022
agenturamax.sk,ELBI-0002,SAMP-0021,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,25.09.2019
agenturamimosa.sk,ELBI-0002,ELB-QRMTWAKRJSOB,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,07.08.2020
agetto.sk,ELBI-0002,BLUE-0057,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.02.2020
aglow.sk,ELBI-0002,ELB-34BVAQ5AGLW4,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,02.06.2020
aglue.sk,ISKI-0001,H596341,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,20.07.2020
agneska.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,21.05.2020
agro-food.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,15.05.2020
agrodruzstvodlha.sk,ELBI-0002,ELB-JZ8XXIZD26K6,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,31.12.2019
agrofarma.sk,ISKI-0001,AGRO-0172-4623,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,21.04.2027
agromp.sk,ELBI-0002,AGRO-0228,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,26.02.2020
agropramen.sk,ISKI-0001,AGRO-0315,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,31.08.2020
agrosid.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,26.08.2020
agrosun.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,23.01.2020
agrotom.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,02.10.2019
ahojky.sk,ISKI-0001,FORPSI-S667867,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,13.06.2020
ahojreality.sk,ISKI-0001,FORPSI-S656565,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,15.07.2020
ailogistik.sk,ISKI-0001,AAMP-0008-4623,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,10.06.2020
air-max.sk,ELBI-0002,CANEVENTURES,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,14.06.2020
aircontrol.sk,ISKI-0001,THER-0057,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,12.09.2020
airfresh.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,04.06.2020
airmonte.sk,ELBI-0002,PETE-3573,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,02.04.2020
airscream.sk,ISKI-0001,FORPSI-S646656,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,07.08.2020
airtaxislovakia.sk,ELBI-0002,ELB-UNS1C5S8X27Y,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,23.11.2019
aive.sk,REG-361069,WEDOS-SHV-309239,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,13.07.2021
ajptech.sk,ISKI-0001,H409057,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,30.08.2021
akajetvojacena.sk,ISKI-0001,H360685,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,19.08.2020
akasa.sk,ELBI-0002,ELB-TB93ACW4MPJ9,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,14.05.2020
akatyst.sk,ISKI-0001,H593153,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,08.07.2020
akbd.sk,ELBI-0002,ADVO-0083-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,24.05.2020
akcednes.sk,ISKI-0001,FORPSI-S607817,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,12.07.2021
akcenaden.sk,ISKI-0001,FORPSI-S607817,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,12.07.2020
akhodosi.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,29.12.2019
akin.sk,ISKI-0001,AKIN-0002,OK,dns2.pes.cz,ns2.pes.cz,,,14.08.2020
akk.sk,ISKI-0001,AKKA-0002,OK,ns.forpsi.net,ns.forpsi.us,ns.forpsi.cz,,22.07.2020
aknagy.sk,ELBI-0002,ELB-86YXQ7LNGR50,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,09.05.2020
aknestak.sk,ELBI-0002,EFFE-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,07.05.2020
ako.sk,WEBS-0001,AKOI-0002-3,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,15.01.2020
akonadepresiu.sk,ELBI-0002,ELB-KI8FH44D10I1,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,28.11.2019
akordytexty.sk,ISKI-0001,H409107,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,08.08.2020
akosiudrzatmladost.sk,ELBI-0002,ELB-0LTSRWBDQ5VB,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,03.11.2019
akros.sk,ELBI-0002,ELB-NG2SQ8QCE0FC,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,13.07.2020
akslamka.sk,ISKI-0001,FORPSI-S667893,OK,ns1.electron-server.eu,ns2.electron-server.eu,,,13.06.2020
aku-bat.sk,ELBI-0002,ELB-FVF7ZRRGQKRH,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,19.07.2020
akustikmen.sk,ISKI-0001,FORPSI-S625369,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,15.07.2020
akvarela.sk,ISKI-0001,JANA-0771,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,28.07.2020
akvatera.sk,ISKI-0001,MILA-1554-4623,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,04.09.2020
al-ko-online.sk,ISKI-0001,BKCI-0002-4623,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,26.08.2020
al-profily.sk,ELBI-0002,ELB-3BL4ONSGFP1N,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,28.02.2020
alapiskola.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,31.03.2020
alarmy-levice.sk,ISKI-0001,FORPSI-S604686,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,18.07.2020
alarmy-necta.sk,ELBI-0002,ELB-E3OAPBSZ635X,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,19.02.2020
albau.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,15.05.2020
albertpark.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,13.03.2020
aldelis.sk,ISKI-0001,FORPSI-S52961,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,14.06.2020
aldo-kids.sk,ISKI-0001,FORPSI-S448325,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,06.06.2020
aldokids.sk,ISKI-0001,FORPSI-S448325,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,06.06.2020
aledrez.sk,ISKI-0001,EVAK-0044,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,14.08.2020
aleego.sk,ISKI-0001,FORPSI-S599871,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,08.08.2020
alergik.sk,ELBI-0002,C4PI-0002,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,24.03.2020
alfabelt.sk,ELBI-0002,VNET-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,13.10.2019
alfbook.sk,REG-379549,sub_1084994,OK,ns1.webdom.sk,ns2.webdom.sk,ns3.webdom.sk,,22.08.2020
alfiada.sk,REG-379549,PCPR-0999,OK,ns1.webdom.sk,ns2.webdom.sk,ns3.webdom.sk,,14.03.2020
alfik.sk,REG-379549,sub_1084994,OK,ns1.webdom.sk,ns2.webdom.sk,ns3.webdom.sk,,03.10.2019
alie.sk,ISKI-0001,IVAN-0834,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,01.09.2020
alkam.sk,ISKI-0001,PCEX-0003,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,24.10.2019
alkas.sk,ELBI-0002,H528487,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,15.11.2019
all4kids.sk,ISKI-0001,STAN-0856,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,01.07.2020
all4net.sk,WEBG-0001,ALL4-0004,OK,ns1.nameserver.sk,ns2.nameserver.sk,ns1.dnsbackup.net,ns2.dnsbackup.net,22.05.2028
all4shop.sk,WEBG-0001,ALL4-0004,OK,ns1.nameserver.sk,ns2.nameserver.sk,ns1.dnsbackup.net,ns2.dnsbackup.net,05.03.2021
all4sport.sk,ISKI-0001,FORPSI-S615746,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,19.10.2019
allforconcert.sk,ISKI-0001,FORPSI-S671019,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,30.07.2020
allforkoncert.sk,ISKI-0001,FORPSI-S671019,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,29.07.2021
allmedia.sk,ELBI-0002,ALLM-0002-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,31.10.2019
allocacocshop.sk,ISKI-0001,H396601,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,14.07.2020
allroad.sk,WEBS-0001,INTE-0137-4025,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,16.02.2020
alltoconcert.sk,ISKI-0001,FORPSI-S671019,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,30.07.2020
almedia.sk,ELBI-0002,ALLM-0002-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,13.06.2020
almi.sk,ELBI-0002,ELB-3E354TT2H8VT,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,02.06.2020
almitrans.sk,ISKI-0001,ALMI-0010,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,22.07.2020
almond.sk,ISKI-0001,ALMO-0006,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,09.08.2020
alphabet.sk,ISKI-0001,FORPSI-S613884,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,15.08.2020
alphacam.sk,ISKI-0001,NEXN-0003,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.cn,12.09.2020
alteren.sk,ISKI-0001,FORPSI-S188199,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,,07.09.2020
alternatory-startery.sk,ISKI-0001,H574775,OK,ns.forpsi.net,ns.forpsi.it,ns.forpsi.cz,ns.forpsi.us,10.06.2025
altis.sk,ELBI-0002,AINF-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.11.2019
