ID reg,secure domains,insecure domains,percent secure
BART-0039,0,367,0.0
SIXN-0002,0,365,0.0
VISS-0001,0,338,0.0
RAHO-0001,0,335,0.0
EPIX-0002,0,331,0.0
BLUE-0058,0,330,0.0
KCOR-0003,0,327,0.0
INET-0013,0,324,0.0
NAME-0005,0,324,0.0
IMAF-0002,0,322,0.0
PROX-0002,0,307,0.0
LSPO-0001,0,305,0.0
VIDE-0024,0,286,0.0
BRAN-0167,0,285,0.0
VISU-0006,0,279,0.0
SMIR-0001,0,278,0.0
BSOL-0001,0,269,0.0
USRS-0002,0,258,0.0
MILA-0279,0,255,0.0
FIRM-0072,0,248,0.0
EURO-0941,0,236,0.0
ACSI-0001,0,234,0.0
VLAD-0050,0,227,0.0
KIOS-0003,0,224,0.0
MARE-0222,0,219,0.0
TOPZ-0001,0,217,0.0
UNIO-0012,0,216,0.0
NEWS-0010,0,210,0.0
VDIU-0001,0,207,0.0
SPSE-0001,0,206,0.0
MEDI-0478,0,205,0.0
DUST-0001,0,201,0.0
TBAN-0001,0,200,0.0
ADEM-0001,0,196,0.0
IXIN-0001,0,194,0.0
BACK-0004,0,192,0.0
GLOB-0022,0,188,0.0
IRIS-0004,0,187,0.0
PORT-0001,0,187,0.0
WEBM-0005,0,186,0.0
INET-0003,0,184,0.0
SCHO-0002,0,183,0.0
CBSO-0002,0,179,0.0
INVE-0001,0,176,0.0
WSOI-0001,0,176,0.0
JAMP-0059,0,173,0.0
GAYA-0001,0,172,0.0
AISI-0001,0,170,0.0
DATU-0001,0,169,0.0
VDAT-0001,0,167,0.0
COMT-0006,0,165,0.0
MEDI-0306,0,163,0.0
HOST-0015,0,162,0.0
ALEX-0152,0,159,0.0
JBED-0002,0,158,0.0
K3GR-0001,0,155,0.0
LUBO-0188,0,155,0.0
ISFU-0001,0,150,0.0
KRIS-0038,0,149,0.0
MILL-0001,0,147,0.0
FORM-0001,0,145,0.0
ABSO-0003,0,142,0.0
MILO-0245,0,142,0.0
ZUTO-0002,0,142,0.0
NROD-0057,0,142,0.0
AGRI-0040,0,141,0.0
DISC-0015,0,140,0.0
CCTE-0001,0,139,0.0
Q1SK-0001,0,138,0.0
SOLT-0001,0,137,0.0
EUSO-0001,0,136,0.0
REG-366851,0,135,0.0
ACTI-0001,0,133,0.0
LIPT-0035,0,131,0.0
OSYS-0002,0,129,0.0
MICH-2017,0,129,0.0
2CRE-0001,0,127,0.0
ORAN-0003,0,127,0.0
IMPR-0012,0,125,0.0
AXON-0001,0,124,0.0
2V1I-0001,0,123,0.0
HEAD-0008,0,122,0.0
MILA-0496,0,120,0.0
REG-366521,0,119,0.0
ONEC-0007,0,118,0.0
STRA-0032,0,117,0.0
INTE-0002,0,116,0.0
USPO-0002,0,115,0.0
JNST-0001,0,114,0.0
PETE-2105,0,114,0.0
RADI-0025,0,113,0.0
REG-366291,0,113,0.0
JERE-0001,0,111,0.0
JOZE-2782,0,111,0.0
GRMA-0001,0,107,0.0
GWEB-0001,0,105,0.0
IDES-0002,0,105,0.0
NEXU-0004,0,104,0.0
AAPR-0001,0,103,0.0
NETS-0009,0,102,0.0
ESQU-0001,0,102,0.0
GIRO-0002,0,101,0.0
SSIN-0002,0,101,0.0
ANTI-0002,0,101,0.0
INAT-0001,0,100,0.0
ZOOO-0001,0,99,0.0
DENA-0002,0,96,0.0
ESKO-0004,0,96,0.0
MIRO-0021,0,95,0.0
LOMB-0002,0,95,0.0
MATT-0005,0,94,0.0
NETI-0015,0,94,0.0
ZPAD-0015,0,94,0.0
NTRA-0002,0,93,0.0
MAQU-0001,0,93,0.0
PEGO-0002,0,91,0.0
BEES-0002,0,90,0.0
MTSD-0002,0,90,0.0
DELN-0001,0,89,0.0
COMC-0005,0,89,0.0
KOLL-0022,0,86,0.0
BCST-0001,0,86,0.0
WDTI-0001,0,85,0.0
MEDI-0416,0,85,0.0
IVAN-0789,0,85,0.0
MCPS-0002,0,84,0.0
PETE-1200,0,84,0.0
ALKA-0001,0,84,0.0
PCIN-0003,0,84,0.0
PATR-0050,0,82,0.0
SAIN-0001,0,80,0.0
AKCE-0001,0,80,0.0
XTEC-0002,0,80,0.0
DIGI-0100,0,79,0.0
SEDA-0008,0,79,0.0
VONE-0004,0,79,0.0
SINT-0001,0,79,0.0
TOMN-0006,0,79,0.0
ZZOL-0001,0,77,0.0
3IN1-0001,0,76,0.0
SOLV-0006,0,75,0.0
NAME-0002,0,75,0.0
CNSI-0001,0,75,0.0
MAKR-0001,0,75,0.0
ROMA-0522,0,75,0.0
JMKM-0001,0,74,0.0
ACOM-0011,0,74,0.0
SPEE-0009,0,74,0.0
ZERG-0001,0,72,0.0
WISK-0001,0,70,0.0
VIRT-0017,0,70,0.0
COMS-0013,0,68,0.0
ZOZN-0001,0,67,0.0
TART-0001,0,67,0.0
MOVA-0002,0,67,0.0
IVAN-0021,0,67,0.0
4CUB-0001,0,66,0.0
GITI-0001,0,66,0.0
MILA-0798,0,66,0.0
WEBR-0001,0,65,0.0
SLOV-1149,0,65,0.0
INET-0011,0,65,0.0
NETM-0006,0,64,0.0
VOLK-0002,0,64,0.0
DATA-0022,0,64,0.0
DYNA-0001,0,63,0.0
SOTO-0001,0,63,0.0
PREM-0053,0,63,0.0
ROMA-0002,0,62,0.0
TECH-0261,0,62,0.0
CIDI-0002,0,62,0.0
HUGO-0001,0,62,0.0
ELTI-0001,0,61,0.0
UCOM-0001,0,61,0.0
SIGN-0001,0,61,0.0
KREM-0007,0,61,0.0
IREA-0001,0,61,0.0
MSCI-0001,0,60,0.0
POTO-0004,0,60,0.0
VLAD-0422,0,60,0.0
RLAM-0001,0,59,0.0
INCO-0029,0,59,0.0
JIMI-0002,0,58,0.0
NEOM-0004,0,58,0.0
CREA-0039,0,58,0.0
FAJN-0002,0,57,0.0
CSWE-0002,0,57,0.0
A-CO-0001,0,57,0.0
COMB-0006,0,57,0.0
DOBI-0004,0,57,0.0
VALT-0001,0,57,0.0
PAED-0069,0,56,0.0
LIMI-0003,0,56,0.0
TSYS-0001,0,56,0.0
NETB-0006,0,56,0.0
PETE-0332,0,56,0.0
MARK-0071,0,56,0.0
NETK-0006,0,55,0.0
GAMP-0015,0,55,0.0
DONL-0002,0,54,0.0
CREA-0014,0,53,0.0
MMSY-0002,0,52,0.0
FINA-0062,0,52,0.0
SLAV-0008,0,52,0.0
TEMP-0003,0,51,0.0
XGTE-0001,0,50,0.0
NETW-0003,0,49,0.0
ENER-0011,0,49,0.0
PCOM-0001,0,48,0.0
IT7I-0001,0,48,0.0
CRYS-0009,0,48,0.0
WIFI-0003,0,48,0.0
ONIK-0002,0,48,0.0
MSPO-0001,0,48,0.0
ELIT-0012,0,47,0.0
WSIT-0001,0,47,0.0
PAVO-0635,0,47,0.0
ANEJ-0257,0,47,0.0
FIBR-0003,0,47,0.0
NET2-0001,0,46,0.0
ZENT-0003,0,46,0.0
REAL-0001,0,46,0.0
MIRO-0433,0,46,0.0
MADW-0001,0,46,0.0
DUOC-0003,0,46,0.0
INTI-0001,0,46,0.0
BAIT-0004,0,46,0.0
QUAN-0012,0,46,0.0
KODA-0003,0,46,0.0
ALTA-0010,0,45,0.0
PFGE-0001,0,45,0.0
MEDI-0009,0,45,0.0
PETE-0060,0,45,0.0
DVID-0027,0,44,0.0
ELIB-0001,0,44,0.0
SCRG-0001,0,44,0.0
AMBI-0009,0,44,0.0
FLOW-0012,0,44,0.0
COOL-0033,0,44,0.0
NETI-0010,0,43,0.0
BANN-0001,0,43,0.0
MART-0715,0,43,0.0
SORU-0001,0,43,0.0
GAMO-0002,0,43,0.0
DUAN-0016,0,43,0.0
DIAD-0005,0,42,0.0
LIFE-0022,0,42,0.0
ZEMN-0003,0,42,0.0
PINF-0001,0,42,0.0
MATU-0017,0,41,0.0
MART-1768,0,41,0.0
PETE-2374,0,41,0.0
DATY-0001,0,41,0.0
MARA-0009,0,40,0.0
AGLO-0004,0,40,0.0
MIRO-0678,0,40,0.0
NAPR-0001,0,40,0.0
GREE-0084,0,40,0.0
DATA-0012,0,40,0.0
SAGE-0002,0,40,0.0
CNCI-0001,0,40,0.0
MHHI-0001,0,39,0.0
BUTT-0004,0,39,0.0
DANN-0003,0,39,0.0
METR-0006,0,39,0.0
DECE-0001,0,38,0.0
WIRC-0001,0,38,0.0
BNPP-0002,0,38,0.0
AZTE-0001,0,37,0.0
MCPO-0003,0,37,0.0
ALFA-0093,0,37,0.0
SIEC-0002,0,37,0.0
RVOL-0001,0,37,0.0
WEBK-0001,0,37,0.0
MMBO-0002,0,37,0.0
VSSA-0001,0,36,0.0
ECCE-0001,0,36,0.0
JANH-0006,0,36,0.0
ISPE-0001,0,36,0.0
UNIV-0027,0,36,0.0
MILA-0055,0,35,0.0
CAPP-0001,0,35,0.0
COMC-0008,0,35,0.0
MICH-0160,0,35,0.0
GLOB-0006,0,35,0.0
BEST-0089,0,34,0.0
BBXI-0001,0,34,0.0
COME-0017,0,34,0.0
PCSH-0002,0,34,0.0
CITY-0005,0,34,0.0
AURI-0001,0,33,0.0
H5SM-0001,0,33,0.0
TECH-0022,0,33,0.0
DUBI-0001,0,33,0.0
INET-0010,0,33,0.0
LADI-0530,0,33,0.0
DEVE-0038,0,33,0.0
NCAS-0001 ,0,33,0.0
MTSY-0001,0,32,0.0
ADAL-0003,0,32,0.0
BSYS-0002,0,32,0.0
MUCH-0003,0,32,0.0
SPOI-0001,0,31,0.0
FLOY-0004,0,31,0.0
PSAL-0001,0,31,0.0
WEBO-0001,0,31,0.0
CHAN-0002,0,31,0.0
PETE-4914,0,31,0.0
I1IN-0001,0,30,0.0
CCLU-0001,0,30,0.0
REG-366267,0,30,0.0
COMP-0031,0,30,0.0
PADD-0002,0,30,0.0
REBL-0001,0,30,0.0
LEXS-0003,0,30,0.0
MIRO-1509,0,30,0.0
ROLA-0066,0,29,0.0
INTE-0496,0,29,0.0
ZOKA-0001,0,29,0.0
BELN-0002,0,29,0.0
BUBB-0001,0,29,0.0
USTA-0001,0,29,0.0
AMIC-0013,0,29,0.0
PANC-0003,0,29,0.0
EURO-0119,0,29,0.0
LOMT-0002,0,28,0.0
NETH-0001,0,28,0.0
ACTI-0013,0,28,0.0
ISLU-0001,0,28,0.0
LIGH-0007,0,28,0.0
WISH-0002,0,28,0.0
NELS-0002,0,28,0.0
NAYH-0001,0,28,0.0
VPNI-0001,0,27,0.0
MILO-0114,0,27,0.0
NETL-0004,0,27,0.0
PROG-0042,0,27,0.0
PORT-0089,0,27,0.0
AOII-0001,0,27,0.0
EMIT-0001,0,27,0.0
CSIX-0001,0,27,0.0
WEBT-0003,0,27,0.0
ARDE-0001,0,27,0.0
SSTR-0001,0,27,0.0
GRID-0003,0,26,0.0
GSYS-0006,0,26,0.0
PAGE-0004,0,26,0.0
FINE-0006,0,26,0.0
BAWE-0001,0,26,0.0
MART-1049,0,26,0.0
MODE-0042,0,26,0.0
SIMM-0002,0,26,0.0
MAXO-0002,0,26,0.0
SLOV-0063,0,26,0.0
ITEN-0002,0,25,0.0
DOTJ-0001,0,25,0.0
ACOM-0005,0,25,0.0
REG-370323,0,25,0.0
CONA-0001,0,25,0.0
ONEJ-0131,0,25,0.0
MSOF-0001,0,25,0.0
ROLD-0001,0,25,0.0
BISI-0001,0,25,0.0
REDG-0001,0,25,0.0
SSYS-0002,0,25,0.0
AXON-0002,0,25,0.0
INTE-0272,0,25,0.0
TURB-0009,0,25,0.0
PIES-0009,0,25,0.0
IUNI-0002,0,25,0.0
TOMS-0097,0,24,0.0
CMDI-0001,0,24,0.0
CAND-0016,0,24,0.0
NETH-0006,0,24,0.0
INNO-0021,0,24,0.0
SYNE-0001,0,24,0.0
ENGI-0001,0,24,0.0
ZENM-0002,0,24,0.0
PSTE-0001,0,23,0.0
BBON-0001,0,23,0.0
ATTE-0009,0,23,0.0
AHCP-0002,0,23,0.0
CREA-0052,0,23,0.0
DELP-0005,0,23,0.0
PSLU-0001,0,23,0.0
VACO-0003,0,23,0.0
DEEM-0002,0,23,0.0
PRES-0058,0,22,0.0
BEKO-0009,0,22,0.0
EURO-0002,0,22,0.0
BRAI-0001,0,22,0.0
RUPO-0002,0,22,0.0
JCIB-0001,0,22,0.0
IVAN-0271,0,22,0.0
PDIN-0003,0,22,0.0
AXIS-0006,0,22,0.0
PDML-0001,0,22,0.0
MULT-0077,0,22,0.0
IDEA-0034,0,22,0.0
EURO-0992,0,22,0.0
NOST-0003,0,22,0.0
JNON-0018,0,22,0.0
SAND-0001,0,22,0.0
EMAR-0005,0,22,0.0
XNET-0001,0,22,0.0
MPIN-0002,0,22,0.0
CREA-0064,0,21,0.0
MIND-0010,0,21,0.0
LMOL-0001,0,21,0.0
WEBF-0008,0,21,0.0
VILA-0001,0,21,0.0
INTE-0050,0,21,0.0
QSOF-0003,0,21,0.0
VSER-0001,0,21,0.0
PBRA-0001,0,21,0.0
FORB-0007,0,21,0.0
PRVI-0004,0,21,0.0
2DAY-0003,0,20,0.0
DANI-0242,0,20,0.0
OCSI-0001,0,20,0.0
ROMA-0139,0,20,0.0
VIZI-0011,0,20,0.0
CORN-0002,0,20,0.0
ZAZE-0001,0,20,0.0
INFO-0028,0,20,0.0
VOIN-0003,0,20,0.0
REDI-0008,0,20,0.0
PETE-1426,0,20,0.0
GRAF-0031,0,20,0.0
ESRV-0001,0,20,0.0
TNET-0001,0,19,0.0
GOLE-0010,0,19,0.0
JAKU-0235,0,19,0.0
INBO-0006,0,19,0.0
LONL-0001,0,19,0.0
ERSH-0004,0,18,0.0
JKOS-0001,0,18,0.0
TCXI-0001,0,18,0.0
DITE-0001,0,18,0.0
IMPU-0011,0,18,0.0
KVAT-0004,0,18,0.0
XAVE-0001,0,18,0.0
FEVE-0001,0,18,0.0
REXT-0003,0,18,0.0
WISI-0001,0,18,0.0
REVA-0006,0,18,0.0
FRIA-0001,0,18,0.0
FAST-0001,0,18,0.0
NETS-0010,0,18,0.0
SOFT-0069,0,18,0.0
LIVE-0016,0,18,0.0
PEVY-0003,0,18,0.0
IADV-0003,0,17,0.0
CLOU-0005,0,17,0.0
BISA-0002,0,17,0.0
JOZE-0430,0,17,0.0
PETE-0518,0,17,0.0
DATA-0078,0,17,0.0
KARO-0040,0,17,0.0
LLAM-0001,0,17,0.0
CELL-0004,0,17,0.0
BIZN-0009,0,17,0.0
PRIH-0003,0,17,0.0
MGDA-0001,0,17,0.0
CEST-0040,0,17,0.0
QBSW-0001,0,17,0.0
SIMI-0004,0,17,0.0
KYBE-0003,0,17,0.0
MATO-0018,0,16,0.0
BOHD-0018,0,16,0.0
GARS-0001,0,16,0.0
MARI-1542,0,16,0.0
AVEN-0004,0,16,0.0
FLYN-0001,0,16,0.0
MSEL-0001,0,16,0.0
KBSE-0001,0,16,0.0
DSYS-0001,0,16,0.0
EYON-0001,0,16,0.0
RADO-0412,0,16,0.0
KGRO-0006,0,16,0.0
BLUE-0039,0,16,0.0
GRAP-0006,0,16,0.0
WINI-0004,0,16,0.0
PSOF-0001,0,16,0.0
MIRO-0569,0,16,0.0
COFF-0010,0,16,0.0
ZANI-0002,0,16,0.0
SPAZ-0002,0,16,0.0
W3MI-0002,0,16,0.0
CHIR-0004,0,16,0.0
SOIT-0002,0,16,0.0
HATR-0001,0,16,0.0
RANS-0004,0,16,0.0
LJPH-0001,0,16,0.0
IOPT-0001 ,0,16,0.0
ATCO-0001,0,15,0.0
NETE-0001,0,15,0.0
ITPR-0001,0,15,0.0
IMRE-0001,0,15,0.0
BLUE-0020,0,15,0.0
LANS-0004,0,15,0.0
ORTE-0001,0,15,0.0
MEDI-0127,0,15,0.0
MADE-0005,0,15,0.0
PETE-1004,0,15,0.0
FRAN-0404,0,15,0.0
LERW-0001,0,15,0.0
WEBI-0011,0,15,0.0
EGRE-0001,0,15,0.0
SUNT-0003,0,15,0.0
NETI-0006,0,15,0.0
SETS-0003,0,15,0.0
ONEG-0001,0,15,0.0
GOOD-0033,0,15,0.0
FONE-0001,0,15,0.0
DANI-0020,0,15,0.0
DOXX-0008,0,15,0.0
VISI-0002,0,15,0.0
CARM-0002,0,15,0.0
EGEN-0003,0,15,0.0
MEDI-0352,0,15,0.0
ETFI-0001,0,15,0.0
PROP-0003,0,15,0.0
ELEZ-0006,0,15,0.0
PARA-0034,0,14,0.0
JEEF-0001,0,14,0.0
SETI-0005,0,14,0.0
GUEV-0001,0,14,0.0
JNMA-0004,0,14,0.0
RADO-0609,0,14,0.0
GECO-0004,0,14,0.0
G66I-0001,0,14,0.0
PIMU-0001,0,14,0.0
STRE-0067,0,14,0.0
SMIS-0002,0,14,0.0
IONS-0001,0,14,0.0
PRVB-0001,0,14,0.0
PETE-1436,0,14,0.0
NETC-0008,0,14,0.0
VIKT-0069,0,14,0.0
BITC-0002,0,14,0.0
SENE-0008,0,14,0.0
MNIK-0001,0,14,0.0
WADO-0001,0,14,0.0
GIME-0004,0,14,0.0
WEBT-0010,0,14,0.0
TERN-0003,0,14,0.0
ENEL-0002,0,13,0.0
SPLY-0003,0,13,0.0
VISM-0002,0,13,0.0
NETO-0001,0,13,0.0
MOCC-0001,0,13,0.0
IGOR-0051,0,13,0.0
HAIN-0001,0,13,0.0
EFFI-0005,0,13,0.0
ANYS-0003,0,13,0.0
KMRE-0001,0,13,0.0
AMIN-0002,0,13,0.0
TRIT-0011,0,13,0.0
SOFT-0014,0,13,0.0
INVE-0102,0,13,0.0
EDIZ-0002,0,13,0.0
PROF-0004,0,13,0.0
PROL-0023,0,13,0.0
ORIG-0014,0,13,0.0
SULA-0001,0,13,0.0
LPMG-0001,0,13,0.0
REGI-0181,0,13,0.0
BOFO-0004,0,13,0.0
REG-361241,0,13,0.0
MATE-0292,0,13,0.0
TECH-0131,0,13,0.0
SURA-0001,0,13,0.0
SCOM-0001,0,13,0.0
ORIN-0005,0,13,0.0
INTE-0511,0,13,0.0
PETE-1253,0,12,0.0
RNJA-0006,0,12,0.0
BORM-0001,0,12,0.0
ASPO-0005,0,12,0.0
SLOV-0623,0,12,0.0
LALE-0001,0,12,0.0
PETE-0111,0,12,0.0
PAVO-0167,0,12,0.0
CARC-0007,0,12,0.0
PMAR-0001,0,12,0.0
SECU-0028,0,12,0.0
PREM-0041,0,12,0.0
GOTT-0001,0,12,0.0
INWE-0010,0,12,0.0
MICH-0727,0,12,0.0
CENT-0215,0,12,0.0
GENE-0001,0,12,0.0
ROST-0001,0,12,0.0
MUWD-0001,0,12,0.0
FREE-0030,0,12,0.0
SIEM-0007,0,12,0.0
MINI-0006,0,12,0.0
HAKO-0002,0,12,0.0
DIGI-0086,0,11,0.0
ITPA-0002,0,11,0.0
TTAT-0004,0,11,0.0
6COM-0003,0,11,0.0
DANN-0001,0,11,0.0
EKOR-0005,0,11,0.0
ACCE-0001,0,11,0.0
ITEI-0001,0,11,0.0
SYSK-0001,0,11,0.0
TRIL-0005,0,11,0.0
FUXO-0001,0,11,0.0
JPDD-0002,0,11,0.0
STAL-0014,0,11,0.0
OPEY-0001,0,11,0.0
OPAL-0005,0,11,0.0
FELI-0004,0,11,0.0
INTI-0040,0,11,0.0
WIBI-0001,0,11,0.0
FECO-0003,0,11,0.0
WIFI-0001,0,11,0.0
RELY-0002,0,11,0.0
MILO-0082,0,11,0.0
VILI-0038,0,11,0.0
CONS-0102,0,11,0.0
BOMB-0004,0,11,0.0
NOVA-0052,0,11,0.0
MEST-0050,0,11,0.0
WELD-0002,0,11,0.0
MURA-0004,0,11,0.0
TOML-0042,0,11,0.0
MART-2131,0,11,0.0
KVAN-0001,0,11,0.0
KPMG-0002,0,10,0.0
RADO-0640,0,10,0.0
LUBO-0180,0,10,0.0
MIKO-0005,0,10,0.0
ICSS-0001,0,10,0.0
AXAL-0001,0,10,0.0
SLOV-0205,0,10,0.0
ITZH-0001,0,10,0.0
STZM-0001,0,10,0.0
AGAT-0004,0,10,0.0
IKSN-0001,0,10,0.0
NJUR-0001,0,10,0.0
BCBO-0003,0,10,0.0
IVAN-0412,0,10,0.0
TOLD-0003,0,10,0.0
BROK-0012,0,10,0.0
SIST-0003,0,10,0.0
EMAG-0001,0,10,0.0
ESTA-0001,0,10,0.0
JURA-0202,0,10,0.0
GABR-0283,0,10,0.0
ATSK-0001,0,10,0.0
RPSS-0001,0,10,0.0
VBIB-0001,0,10,0.0
VODO-0003,0,10,0.0
BOST-0011,0,10,0.0
ZENO-0001,0,10,0.0
HLAV-0001,0,10,0.0
JNHE-0006,0,10,0.0
TECH-0144,0,10,0.0
BCPE-0006,0,10,0.0
DOBR-0054,0,10,0.0
REVI-0039,0,10,0.0
TKOS-0001,0,10,0.0
PROD-0004,0,10,0.0
NARK-0001,0,10,0.0
CLAR-0009,0,10,0.0
UBOK-0028,0,10,0.0
ZUEN-0401,0,10,0.0
PROL-0030,0,10,0.0
PORE-0004,0,9,0.0
TCOM-0001,0,9,0.0
PROM-0126,0,9,0.0
MIRO-0070,0,9,0.0
NIKO-0031,0,9,0.0
XABA-0001,0,9,0.0
ELFA-0001,0,9,0.0
AISS-0002,0,9,0.0
BSEI-0001,0,9,0.0
MEDI-0535,0,9,0.0
BSSY-0001,0,9,0.0
AGEN-0118,0,9,0.0
RTIS-0203,0,9,0.0
WEBW-0006,0,9,0.0
SAGE-0006,0,9,0.0
ZUZA-0474,0,9,0.0
APTE-0001,0,9,0.0
UBOK-0013,0,9,0.0
LAMP-0002,0,9,0.0
JURA-0225,0,9,0.0
ARTE-0065,0,9,0.0
PROM-0039,0,9,0.0
PSKA-0001,0,9,0.0
CLUB-0010,0,9,0.0
BEST-0080,0,9,0.0
JOZE-0696,0,9,0.0
MKUC-0001,0,9,0.0
EURO-0942,0,9,0.0
BIGW-0001,0,9,0.0
MICH-0971,0,9,0.0
MART-2152,0,9,0.0
FUJA-0001,0,9,0.0
ITSI-0002,0,9,0.0
INOM-0004,0,9,0.0
MONA-0004,0,9,0.0
JKBU-0001,0,9,0.0
VERD-0005,0,9,0.0
MART-2895,0,9,0.0
OKEY-0001,0,9,0.0
SITE-0002,0,9,0.0
DOMA-0012,0,9,0.0
RADO-0009,0,9,0.0
GRIN-0001,0,9,0.0
ISOF-0001,0,9,0.0
MBEN-0001,0,9,0.0
LAUD-0001,0,9,0.0
MICR-0003,0,9,0.0
EURO-0001,0,9,0.0
EPON-0005,0,8,0.0
VIER-0206,0,8,0.0
ACCE-0002,0,8,0.0
ACSY-0001,0,8,0.0
ALPH-0014,0,8,0.0
BODY-0015,0,8,0.0
UNIF-0015,0,8,0.0
MARI-0532,0,8,0.0
MIKR-0060,0,8,0.0
ALBE-0001,0,8,0.0
CENT-0324,0,8,0.0
NETT-0006,0,8,0.0
POLY-0065,0,8,0.0
ALPI-0006,0,8,0.0
REG-368493,0,8,0.0
NEON-0002,0,8,0.0
MUDI-0001,0,8,0.0
SFBI-0001,0,8,0.0
SEVI-0002,0,8,0.0
ELTE-0020,0,8,0.0
PROH-0013,0,8,0.0
ENET-0001,0,8,0.0
CDEI-0001,0,8,0.0
XPAY-0002,0,8,0.0
TOHO-0003,0,8,0.0
MARM-0014,0,8,0.0
GRAF-0027,0,8,0.0
ABSO-0010,0,8,0.0
TRIN-0028,0,8,0.0
NETD-0004,0,8,0.0
MCOM-0008,0,8,0.0
KANC-0003,0,8,0.0
MART-0599,0,8,0.0
FLEX-0023,0,8,0.0
KOFT-0004,0,8,0.0
TECH-0176,0,8,0.0
MEGA-0008,0,8,0.0
PIPO-0002,0,8,0.0
DEVI-0013,0,8,0.0
SCIE-0001,0,8,0.0
FIAT-0001,0,8,0.0
BUGL-0001,0,8,0.0
IGOR-0035,0,8,0.0
EKON-0030,0,8,0.0
MRPC-0001,0,8,0.0
MASA-0001,0,8,0.0
CEST-0003,0,8,0.0
FRIZ-0001,0,8,0.0
IVES-0001,0,8,0.0
PREO-0004,0,8,0.0
SMOT-0001,0,8,0.0
OMNI-0007,0,8,0.0
MILA-0914,0,8,0.0
JAMP-0033,0,8,0.0
DNOM-0002,0,7,0.0
ASTA-0002,0,7,0.0
EKOI-0002,0,7,0.0
PETE-0494,0,7,0.0
A3BO-0003,0,7,0.0
ABCO-0010,0,7,0.0
ACRO-0011,0,7,0.0
MART-0475,0,7,0.0
SILV-0177,0,7,0.0
KLUB-0185,0,7,0.0
GOOD-0036,0,7,0.0
SLOV-1310,0,7,0.0
PETE-2616,0,7,0.0
ELEC-0030,0,7,0.0
KORA-0001,0,7,0.0
FFCG-0002,0,7,0.0
MOBI-0001,0,7,0.0
MEDI-0530,0,7,0.0
STEE-0001,0,7,0.0
NETW-0005,0,7,0.0
ENTO-0001,0,7,0.0
GSWI-0001,0,7,0.0
TORO-0008,0,7,0.0
MAME-0001,0,7,0.0
MIKO-0002,0,7,0.0
REKL-0013,0,7,0.0
DOTN-0002,0,7,0.0
BWIN-0005,0,7,0.0
EDUA-0011,0,7,0.0
DTEC-0001,0,7,0.0
HEBE-0001,0,7,0.0
LUBE-0005,0,7,0.0
DUAN-0665,0,7,0.0
NOST-0005,0,7,0.0
HEWL-0002,0,7,0.0
SONI-0005,0,7,0.0
