domena,ID reg,ID drzitela,Stav domeny,NS1,NS2,NS3,NS4,datum exspiracie
adhertec.sk,ELBI-0002,ELB-KX0A69LAGD2T,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,21.03.2020
adminpanel.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,01.10.2019
adoralingua.sk,ELBI-0002,PETE-0507-4025,OK,ns.inetadmin.eu,ns.inetadmin.cz,ns.inetadmin.sk,,02.03.2020
adventuraagency.sk,ELBI-0002,ELB-A9FYZTN4VF35,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,27.06.2019
adventureparkkarpaty.sk,ELBI-0002,JSWO-0001,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,24.01.2020
advisorea.sk,ELBI-0002,ELB-67DYYPYSQOJF,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,17.03.2020
advokat-roznava.sk,ELBI-0002,ELB-TPVF9MD67QNI,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,20.05.2020
advokatkorosi.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,17.08.2019
advokatnz.sk,ELBI-0002,INFO-0074-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,25.07.2019
advokatroznava.sk,ELBI-0002,ELB-EJBYDKHHIGVS,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,20.05.2020
aero.sk,ELBI-0002,MIRO-1414,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,09.11.2019
afcslovakia.sk,ELBI-0002,ELB-JPB9KQYQGFG7,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.12.2019
affiliate.sk,ELBI-0002,STEF-0122,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,02.07.2019
affiliateclub.sk,ELBI-0002,LEAD-0014,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,12.09.2019
affiliates.sk,ELBI-0002,LEAD-0014,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,06.09.2019
afinito.sk,ELBI-0002,ELB-MPD1RI35APV3,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,16.05.2020
afk.sk,ELBI-0002,AFKI-0002,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.04.2020
afl.sk,ZONE-0002,BMTS-0002,OK,ns1.slovaknet.sk,ns2.slovnet.com,,,03.11.2019
agenturamax.sk,ELBI-0002,SAMP-0021,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,25.09.2019
agenturamimosa.sk,ELBI-0002,ELB-QRMTWAKRJSOB,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,07.08.2019
agetto.sk,ELBI-0002,BLUE-0057,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.02.2020
aglow.sk,ELBI-0002,ELB-34BVAQ5AGLW4,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,02.06.2019
agneska.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,21.05.2020
agro-food.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,15.05.2020
agrodruzstvodlha.sk,ELBI-0002,ELB-JZ8XXIZD26K6,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,31.12.2019
agromp.sk,ELBI-0002,AGRO-0228,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,26.02.2020
agrosid.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,26.08.2019
agrosun.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,23.01.2020
agrotom.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,02.10.2019
air-max.sk,ELBI-0002,CANEVENTURES,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,14.06.2020
airfresh.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,04.06.2019
airmonte.sk,ELBI-0002,PETE-3573,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,02.04.2020
airtaxislovakia.sk,ELBI-0002,ELB-UNS1C5S8X27Y,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,23.11.2019
akasa.sk,ELBI-0002,ELB-TB93ACW4MPJ9,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,14.05.2020
akbd.sk,ELBI-0002,ADVO-0083-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,24.05.2020
akhodosi.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,29.12.2019
aknagy.sk,ELBI-0002,ELB-86YXQ7LNGR50,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,09.05.2020
aknestak.sk,ELBI-0002,EFFE-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,07.05.2020
akonadepresiu.sk,ELBI-0002,ELB-KI8FH44D10I1,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,28.11.2019
akonanu.sk,ELBI-0002,ELB-AYQTINEHE7QR,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,30.07.2019
akordea.sk,ELBI-0002,ELB-12UPBOOX6TRY,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,16.10.2019
akosiudrzatmladost.sk,ELBI-0002,ELB-0LTSRWBDQ5VB,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,03.11.2019
aku-bat.sk,ELBI-0002,ELB-FVF7ZRRGQKRH,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,19.07.2019
al-profily.sk,ELBI-0002,ELB-3BL4ONSGFP1N,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,28.02.2020
alapiskola.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,31.03.2020
alarmy-necta.sk,ELBI-0002,ELB-E3OAPBSZ635X,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,19.02.2020
albau.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,15.05.2020
albertpark.sk,ELBI-0002,DESI-0030-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,13.03.2020
alergik.sk,ELBI-0002,C4PI-0002,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,24.03.2020
alfabelt.sk,ELBI-0002,VNET-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,13.10.2019
alfbook.sk,REG-379549,sub_1084994,OK,ns1.webdom.sk,ns2.webdom.sk,ns3.webdom.sk,,22.08.2019
alfiada.sk,REG-379549,PCPR-0999,OK,ns1.webdom.sk,ns2.webdom.sk,ns3.webdom.sk,,14.03.2020
alfik.sk,REG-379549,sub_1084994,OK,ns1.webdom.sk,ns2.webdom.sk,ns3.webdom.sk,,03.10.2019
alkas.sk,ELBI-0002,H528487,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,15.11.2019
all4net.sk,WEBG-0001,ALL4-0004,OK,ns1.nameserver.sk,ns2.nameserver.sk,ns1.dnsbackup.net,ns2.dnsbackup.net,22.05.2028
all4shop.sk,WEBG-0001,ALL4-0004,OK,ns1.nameserver.sk,ns2.nameserver.sk,ns1.dnsbackup.net,ns2.dnsbackup.net,05.03.2021
allmedia.sk,ELBI-0002,ALLM-0002-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,31.10.2019
almedia.sk,ELBI-0002,ALLM-0002-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,13.06.2019
almi.sk,ELBI-0002,ELB-3E354TT2H8VT,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,02.06.2019
altis.sk,ELBI-0002,AINF-0001-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.11.2019
aluthermoisolation.sk,ELBI-0002,ELB-34IKNS73JJ7K,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,10.12.2019
amadehotel.sk,ELBI-0002,VALO-0009,OK,ns.inetadmin.eu,ns.inetadmin.cz,ns.inetadmin.sk,,28.12.2019
amaterka.sk,ELBI-0002,VKOB-0002,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,03.02.2020
amati.sk,ELBI-0002,BRAN-0385,OK,ns.inetadmin.sk,ns.inetadmin.cz,ns.inetadmin.eu,,07.02.2020
amaze.sk,ELBI-0002,CANEVENTURES,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,12.11.2019
amberg.sk,ELBI-0002,AMBE-0002-1465,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,13.08.2019
ambros.sk,ELBI-0002,LADI-0959,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,14.01.2020
amcsys.sk,ELBI-0002,AMCS-0003,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,10.02.2020
amgeurope.sk,ELBI-0002,ELB-QX6W0OUWHC3O,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,19.04.2020
amkov.sk,ELBI-0002,ELB-5TDUJPL3CZ29,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,18.02.2020
amkovo.sk,ELBI-0002,ELB-FFZY9CO8P6L6,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,09.11.2019
animuj.sk,REG-379549,sub_1084994,OK,ns1.webdom.sk,ns2.webdom.sk,ns3.webdom.sk,,10.06.2019
asianaglobal.sk,SECU-0026,SECU-0026,OK,amit.ns.cloudflare.com,beth.ns.cloudflare.com,,,06.10.2019
asp2.sk,ZONE-0002,ZONERSK-1001856,OK,ns1.regzone.cz,ns1.regzone.de,ns1.regzone.info,,09.02.2020
assettravel.sk,CREO-0007,ASSETTRAVEL,OK,ns1.orion.creodat.net,ns2.orion.creodat.net,ns3.orion.creodat.net,,22.01.2020
astro.sk,TRON-0005,TRON-0005,OK,auriga.ta3.sk,sun.uakom.sk,cygnus.ta3.sk,lyra.ta3.sk,02.06.2020
atomer.sk,WEBG-0001,ALL4-0004,OK,ns1.nameserver.sk,ns2.nameserver.sk,ns1.dnsbackup.net,ns2.dnsbackup.net,25.02.2028
auto-drogeria.sk,MART-2448,MART-2448,OK,ns0.1984.is,ns1.1984hosting.com,ns1.1984.is,ns2.1984hosting.com,31.07.2019
autodrogeria.sk,MART-2448,MART-2448,OK,ns0.1984.is,ns1.1984hosting.com,ns1.1984.is,ns2.1984hosting.com,31.07.2019
avipro.sk,JOZE-2815,JOZE-1215,OK,ns1.avipro.sk,ns2.avipro.sk,ns3.avipro.sk,,07.05.2020
blackhole.sk,WEBS-0001,WS-5407,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,14.01.2020
breviar.sk,QDIG-0003,KONF-0001,OK,ns1.q7.sk,ns2.q7.sk,,,26.05.2020
brindza.sk,WEBS-0001,WS-12717,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,08.12.2019
budaj.sk,CREO-0007,PETER,OK,ns1.creodat.com,ns2.creodat.com,ns3.creodat.com,,02.11.2019
budajova.sk,CREO-0007,MARTINA,OK,ns1.creodat.com,ns2.creodat.com,ns3.creodat.com,,27.02.2020
catmedia.sk,QDIG-0003,CATM-0002,OK,ns1.q7.sk,ns2.q7.sk,,,28.04.2020
cattery.sk,UXSO-0001,H691257,OK,amit.ns.cloudflare.com,mona.ns.cloudflare.com,,,26.02.2020
catterymanager.sk,UXSO-0001,H691257,OK,amit.ns.cloudflare.com,mona.ns.cloudflare.com,,,26.02.2020
ceoi.sk,ZTRO-0001,ZTRO-0001,OK,ns-cloud-e1.googledomains.com,ns-cloud-e2.googledomains.com,ns-cloud-e3.googledomains.com,ns-cloud-e4.googledomains.com,26.01.2020
cirrio.sk,WEBS-0001,WEBS-0001,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,27.10.2019
club-2400.sk,GRAN-0063CZ,sub_1134583,OK,ns1.hosting90.cz,ns2.hosting90.cz,ns3.hosting90.net,,16.05.2020
club2400.sk,GRAN-0063CZ,sub_1134583,OK,ns1.hosting90.cz,ns2.hosting90.cz,ns3.hosting90.net,,16.05.2020
creodat.sk,CREO-0007,PETER,OK,ns1.creodat.com,ns2.creodat.com,ns3.creodat.com,,07.06.2019
cyrilometodiana.sk,QDIG-0003,CHRI-0001,OK,ns1.q7.sk,ns2.q7.sk,,,29.04.2020
d1-center.sk,ZONE-0002,ZONERSK-1004315,OK,ns1.regzone.cz,ns1.regzone.info,ns1.regzone.de,,02.10.2019
d1businesspark.sk,ZONE-0002,ZONERSK-1004315,OK,ns1.regzone.cz,ns1.regzone.info,ns1.regzone.de,,08.11.2019
dacta.sk,ZONE-0002,ZONERSK-1006473,OK,ns1.regzone.cz,ns1.regzone.info,ns1.regzone.de,,20.12.2019
dadaamartin.sk,ZONE-0002,ZONERSK-1003089,OK,ns1.regzone.cz,ns1.regzone.info,ns1.regzone.de,,19.11.2020
danovepriznaniedph.sk,ELBI-0002,LIBE-0028,OK,jay.ns.cloudflare.com,liz.ns.cloudflare.com,,,02.02.2020
datax.sk,MARE-0397,MARE-0397,OK,gw5.datax.sk,gw6.datax.sk,,,17.08.2019
dcza.sk,QDIG-0003,H444881,OK,ns1.q7.sk,ns2.q7.sk,,,29.03.2020
dennikrelax.sk,QDIG-0003,TRAD-0012,OK,cheryl.ns.cloudflare.com,evan.ns.cloudflare.com,,,02.12.2019
devops.sk,GRAN-0063CZ,sub_024496,OK,ns.bitfire.sk,ns2.bitfire.sk,,,21.12.2019
dieboldnixdorf.sk,WNIX-0001,WNIX-0001,OK,baa-dns-01.dieboldnixdorf.sk,,,,23.11.2020
directmarketing.sk,QDIG-0003,DIRE-0004,OK,ns1.q7.sk,ns2.q7.sk,,,10.11.2019
direto.sk,ZONE-0002,ZONERSK-1002572,OK,ns1.regzone.cz,ns1.regzone.info,ns1.regzone.de,,06.03.2020
dobrakniha.sk,QDIG-0003,PROV-0005,OK,cheryl.ns.cloudflare.com,evan.ns.cloudflare.com,,,06.11.2019
domaceulohy.sk,REG-379549,sub_1084994,OK,ns1.webdom.sk,ns2.webdom.sk,ns3.webdom.sk,,05.09.2019
dovolenkavspanielsku.sk,GRAN-0063CZ,sub_1063706,OK,ns1.hosting90.cz,ns2.hosting90.cz,ns3.hosting90.net,,22.05.2020
dusa.sk,WEBG-0001,WY-97541,OK,ns1.nameserver.sk,ns2.nameserver.sk,ns1.dnsbackup.net,ns2.dnsbackup.net,11.05.2020
e-lena.sk,TRIT-0008,H734165,OK,hope.ns.cloudflare.com,kanye.ns.cloudflare.com,,,30.05.2021
ecclesia.sk,QDIG-0003,CHRI-0001,OK,ns1.q7.sk,ns2.q7.sk,,,26.07.2019
elbia.sk,ELBI-0002,ELBIA,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,08.11.2019
elbiahosting.sk,ELBI-0002,ELBI-0002,OK,ns.inetadmin.eu,ns.inetadmin.sk,ns.inetadmin.cz,,29.01.2020
elektriker.sk,MART-2448,MART-2448,OK,ns0.1984.is,ns1.1984hosting.com,ns1.1984.is,ns2.1984hosting.com,15.07.2019
epicfail.sk,FAIL-0001,MRIO-0116,OK,ns1.epicfailhosting.sk,ns2.epicfailhosting.sk,,,08.02.2021
euro-server.sk,REG-379549,sub_1001399,OK,ns1.webdom.sk,ns2.webdom.sk,ns3.webdom.sk,,24.09.2019
ezbierka.sk,JOZE-2815,JOZE-1215,OK,ns1.avipro.sk,ns2.avipro.sk,ns3.avipro.sk,,27.12.2020
fedslovakia.sk,ACTI-0024,A24C-24445,OK,alfa.ns.active24.cz,beta.ns.active24.cz,gama.ns.active24.sk,,13.03.2020
felistirnavia.sk,UXSO-0001,H691253,OK,amit.ns.cloudflare.com,mona.ns.cloudflare.com,,,02.03.2020
filipfabian.sk,GRAN-0063CZ,SKHO-0001-4143,OK,ns1.skhosting.eu,ns2.skhosting.eu,ns.skhosting.CZ,,14.10.2019
finac.sk,GRAN-0063CZ,sub_696971,OK,ns1.skhosting.eu,ns2.skhosting.eu,ns.skhosting.CZ,,28.04.2020
fires.sk,WEBG-0001,FIRE-0003-3959,OK,ns1.dnsbackup.net,ns2.dnsbackup.net,ns1.nameserver.sk,ns2.nameserver.sk,08.06.2020
fixo.sk,ZERO-0008,H342955,OK,ns1.zeroone.sk,ns2.zeroone.sk,ns3.zeroone.sk,ns4.zeroone.sk,29.03.2020
foxstyle.sk,GRAN-0063CZ,sub_1025524,OK,ns1.thinline.cz,ns2.thinline.cz,ns3.cesky-hosting.eu,,16.09.2019
freeweb.sk,WEBS-0001,WEBS-0001,OK,ns1.websupport.sk,ns2.websupport.sk,ns3.websupport.sk,,10.03.2020
fricup.sk,WEBG-0001,WY-104465,OK,ns1.trailslash.com,ns2.trailslash.com,ns3.trailslash.com,ns4.trailslash.com,14.09.2019
g3.sk,GRAN-0063CZ,TIBO-0065-4143,OK,ns.bitfire.sk,ns2.bitfire.sk,,,22.09.2019
galinski.sk,GRAN-0063CZ,sub_1029263,OK,ns1.skhosting.eu,ns2.skhosting.eu,ns.skhosting.CZ,,25.05.2020
gamicomp.sk,WEBG-0001,GAMI-0008,OK,ns.webglobe.sk,ns2.webglobe.sk,ns3.webglobe.sk,,07.02.2020
gaoke.sk,REG-379549,PCPR-0999,OK,ns1.webdom.sk,ns2.webdom.sk,ns3.webdom.sk,,19.12.2019
golfgear.sk,GRAN-0063CZ,sub_1025534,OK,ns1.thinline.cz,ns2.thinline.cz,ns3.cesky-hosting.eu,,10.11.2019
grass.sk,UXSO-0001,H691257,OK,amit.ns.cloudflare.com,mona.ns.cloudflare.com,,,29.10.2020
greenwood.sk,GRAN-0063CZ,SKHO-0001-4143,OK,ns1.skhosting.eu,ns2.skhosting.eu,ns.skhosting.CZ,,08.04.2020
hejljesuper.sk,ACTI-0024,HEJL,OK,alfa.ns.active24.cz,beta.ns.active24.cz,gama.ns.active24.sk,,27.09.2020
hollyinterior.sk,WEBG-0001,WY-111906,OK,ns1.wy.sk,ns2.wy.sk,ns1.wydns.net,ns2.wydns.net,16.04.2020
homewinery.sk,UXSO-0001,H691261,OK,amit.ns.cloudflare.com,mona.ns.cloudflare.com,,,05.06.2020
host.sk,SECU-0026,SECU-0026,OK,amit.ns.cloudflare.com,beth.ns.cloudflare.com,,,24.01.2021
huado.sk,GRAN-0063CZ,sub_1025524,OK,ns1.thinline.cz,ns2.thinline.cz,ns3.cesky-hosting.eu,,15.05.2020
hudobnydestilat.sk,TOMI-0041,TOMI-0023,OK,anastasia.ciernik.sk,katarina.ciernik.sk,,,15.07.2019
huhuhu.sk,REG-509429,SK-NIC-REG,OK,ns1.brano.sk,ns2.brano.sk,,,15.10.2028
iceweb.sk,WEBG-0001,RUDO-0071,OK,ns1.nameserver.sk,ns2.nameserver.sk,ns1.dnsbackup.net,ns2.dnsbackup.net,12.07.2019
interaktivnetesty.sk,REG-379549,sub_1084994,OK,ns1.webdom.sk,ns2.webdom.sk,ns3.webdom.sk,,21.10.2019
ipec.sk,ZONE-0002,ZONERSK-1004315,OK,ns1.regzone.cz,ns1.regzone.info,ns1.regzone.de,,13.08.2019
isnet-service.sk,ISKI-0001,ISNE-0002,OK,ns.delnet.sk,ns2.delnet.sk,,,14.10.2019
jurena.sk,GRAN-0063CZ,SKHO-0001-3891,OK,ns1.skhosting.eu,ns2.skhosting.eu,,,21.02.2020
jurenova.sk,GRAN-0063CZ,sub_1029268,OK,ns1.skhosting.eu,ns2.skhosting.eu,ns.skhosting.CZ,,25.07.2019
kamnamenu.sk,QDIG-0003,QDIG-0003,OK,cheryl.ns.cloudflare.com,evan.ns.cloudflare.com,,,04.09.2019
katechezy.sk,QDIG-0003,KONF-0001,OK,ns1.q7.sk,ns2.q7.sk,,,25.03.2020
kbnm.sk,WEBG-0001,KNIN-0008,OK,ns1.nameserver.sk,ns2.nameserver.sk,ns1.dnsbackup.net,ns2.dnsbackup.net,20.01.2020
kbs.sk,QDIG-0003,KONF-0001,OK,ns1.q7.sk,ns2.q7.sk,,,16.05.2020
kewl.sk,GRAN-0063CZ,TIBO-0065-4143,OK,ns.bitfire.sk,ns2.bitfire.sk,,,22.09.2019
klub-2400.sk,GRAN-0063CZ,sub_1134583,OK,ns1.hosting90.cz,ns2.hosting90.cz,ns3.hosting90.net,,16.05.2020
klub2400.sk,GRAN-0063CZ,sub_1134583,OK,ns1.hosting90.cz,ns2.hosting90.cz,ns3.hosting90.net,,16.05.2020
kopytko.sk,CREO-0007,PETER,OK,ns1.creodat.com,ns2.creodat.com,ns3.creodat.com,,31.10.2019
kralovskyrizling.sk,UXSO-0001,H691261,OK,amit.ns.cloudflare.com,mona.ns.cloudflare.com,,,15.04.2020
laboratoria.sk,QDIG-0003,LABO-0010,OK,ns1.q7.sk,ns2.q7.sk,,,25.01.2020
ligasovci.sk,TOMI-0041,H360959,OK,anastasia.ciernik.sk,katarina.ciernik.sk,,,25.09.2019
lopit.sk,UXSO-0001,UXSO-0001,OK,amit.ns.cloudflare.com,mona.ns.cloudflare.com,,,25.04.2020
lublau.sk,JOZE-2815,JOZE-1215,OK,ns1.avipro.sk,ns2.avipro.sk,ns3.avipro.sk,,30.01.2020
ludskourecou.sk,ELBI-0002,LIBE-0028,OK,jay.ns.cloudflare.com,liz.ns.cloudflare.com,,,07.01.2020
lux.sk,QDIG-0003,LUXC-0001,OK,ns1.q7.sk,ns2.q7.sk,,,26.09.2019
magicalessence.sk,UXSO-0001,H691257,OK,amit.ns.cloudflare.com,mona.ns.cloudflare.com,,,18.01.2020
magicpleasure.sk,UXSO-0001,H691257,OK,amit.ns.cloudflare.com,mona.ns.cloudflare.com,,,04.01.2020
manitek.sk,ZONE-0002,ZONERSK-1004315,OK,ns1.regzone.cz,ns1.regzone.info,ns1.regzone.de,,30.01.2020
