ID reg,secure domains,insecure domains,percent secure
MATU-0017,0,40,0.0
MARA-0009,0,39,0.0
WIRC-0001,0,39,0.0
LOMT-0002,0,39,0.0
IMMP-1000,0,39,0.0
SAGE-0002,0,39,0.0
VPNI-0001,0,38,0.0
LIMI-0003,0,38,0.0
SIMM-0002,0,38,0.0
VSSA-0001,0,38,0.0
FLOW-0012,0,38,0.0
ZEMN-0003,0,38,0.0
CSIX-0001,0,37,0.0
PORT-0089,0,37,0.0
LIFE-0022,0,37,0.0
WEBK-0001,0,37,0.0
DOXX-0008,0,37,0.0
EURO-0119,0,37,0.0
DYNA-0001,0,36,0.0
JANH-0006,0,36,0.0
NEOM-0004,0,36,0.0
PCSH-0002,0,36,0.0
PANC-0003,0,36,0.0
WIRI-0001,0,35,0.0
BSYS-0002,0,35,0.0
ADAL-0003,0,34,0.0
DUBI-0001,0,34,0.0
INNO-0021,0,34,0.0
LADI-0530,0,34,0.0
NELS-0002,0,34,0.0
SCRG-0001,0,33,0.0
CONA-0001,0,33,0.0
MEDI-0009,0,33,0.0
SPOI-0001,0,32,0.0
PROG-0042,0,32,0.0
ISPE-0001,0,32,0.0
TECH-0022,0,32,0.0
I1IN-0001,0,32,0.0
INET-0010,0,32,0.0
PREM-0053,0,32,0.0
FPDM-0001,0,32,0.0
ISLU-0001,0,31,0.0
MICH-0160,0,31,0.0
COMT-0001,0,31,0.0
NAYH-0001,0,31,0.0
MMSY-0002,0,30,0.0
ALTA-0010,0,30,0.0
AMBI-0009,0,30,0.0
PADD-0002,0,29,0.0
EURO-0992,0,29,0.0
DEVE-0038,0,29,0.0
VOIN-0003,0,29,0.0
ESRV-0001,0,28,0.0
PSAL-0001,0,28,0.0
ACTI-0013,0,28,0.0
ELIB-0001,0,28,0.0
DANN-0003,0,28,0.0
ONEJ-0131,0,28,0.0
WEBO-0001,0,28,0.0
GRID-0003,0,27,0.0
ATTE-0009,0,27,0.0
REDG-0001,0,27,0.0
BNPP-0002,0,27,0.0
SIEC-0002,0,27,0.0
DANI-0242,0,26,0.0
TOPN-0001,0,26,0.0
AOII-0001,0,26,0.0
REG-366267,0,26,0.0
INTE-0496,0,26,0.0
MEDU-0001,0,26,0.0
ONET-1000,0,26,0.0
BAWE-0001,0,26,0.0
MODE-0042,0,26,0.0
NAPR-0001,0,25,0.0
TATR-0250,0,25,0.0
REBL-0001,0,25,0.0
NETR-0007,0,25,0.0
ZOKA-0001,0,25,0.0
RVOL-0001,0,25,0.0
INTE-0272,0,25,0.0
ROLA-0066,0,24,0.0
NETH-0001,0,24,0.0
CMDI-0001,0,24,0.0
VIZI-0011,0,24,0.0
AMIC-0013,0,24,0.0
PETE-4914,0,24,0.0
ENGI-0001,0,24,0.0
MHHI-0001,0,23,0.0
PSTE-0001,0,23,0.0
AURI-0001,0,23,0.0
PAGE-0004,0,23,0.0
SORU-0001,0,23,0.0
SLLA-0001,0,23,0.0
VACO-0003,0,23,0.0
ITEN-0002,0,23,0.0
FONE-0001,0,23,0.0
PSLU-0001,0,23,0.0
BISI-0001,0,23,0.0
VSER-0001,0,23,0.0
XNET-0001,0,23,0.0
SYNE-0001,0,23,0.0
IADV-0003,0,22,0.0
JKOS-0001,0,22,0.0
SETI-0005,0,22,0.0
BUBB-0001,0,22,0.0
MULT-0077,0,22,0.0
ZAZE-0001,0,22,0.0
PRIH-0003,0,22,0.0
KYBE-0003,0,22,0.0
PRVI-0004,0,22,0.0
ENEL-0002,0,21,0.0
TCXI-0001,0,21,0.0
OCSI-0001,0,21,0.0
CREA-0064,0,21,0.0
AVEN-0004,0,21,0.0
GAMO-0002,0,21,0.0
IVAN-0271,0,21,0.0
LERW-0001,0,21,0.0
AXON-0002,0,21,0.0
SPLY-0003,0,20,0.0
IMPU-0011,0,20,0.0
JNON-0018,0,20,0.0
GRAF-0031,0,20,0.0
FINE-0006,0,19,0.0
DATA-0078,0,19,0.0
GOOD-0033,0,19,0.0
MSOF-0001,0,19,0.0
REVA-0006,0,19,0.0
AXIS-0001,0,19,0.0
NETS-0010,0,19,0.0
WISI-0001,0,19,0.0
DEEM-0002,0,19,0.0
PBRA-0001,0,19,0.0
LIND-0046,0,19,0.0
SOFT-0069,0,19,0.0
LIVE-0016,0,19,0.0
LMOL-0001,0,19,0.0
GSYS-0006,0,19,0.0
PRES-0058,0,18,0.0
NETL-0004,0,18,0.0
MART-1768,0,18,0.0
FLOY-0004,0,18,0.0
BRAI-0001,0,18,0.0
EFFI-0005,0,18,0.0
WISH-0002,0,18,0.0
ROLD-0001,0,18,0.0
NETI-0006,0,18,0.0
CHAN-0002,0,18,0.0
DELP-0005,0,18,0.0
SSYS-0002,0,18,0.0
CORN-0002,0,18,0.0
CLAR-0009,0,18,0.0
EMIT-0001,0,18,0.0
PEVY-0003,0,18,0.0
2DAY-0003,0,17,0.0
GARS-0001,0,17,0.0
IOPT-0001 ,0,17,0.0
RADO-0412,0,17,0.0
JCIB-0001,0,17,0.0
GRAP-0006,0,17,0.0
KARO-0040,0,17,0.0
MGDA-0001,0,17,0.0
FRIA-0001,0,17,0.0
NOST-0003,0,17,0.0
DATA-0200,0,17,0.0
LAUD-0001,0,17,0.0
NETE-0001,0,16,0.0
GOLE-0010,0,16,0.0
SLOV-0623,0,16,0.0
ANYS-0003,0,16,0.0
EYON-0001,0,16,0.0
LIGH-0007,0,16,0.0
KVAN-0001,0,16,0.0
SOIT-0002,0,16,0.0
REDI-0008,0,16,0.0
NETW-0005,0,16,0.0
SOPS-0001,0,16,0.0
VISI-0002,0,16,0.0
SIMI-0004,0,16,0.0
GENE-1000,0,16,0.0
ELEZ-0006,0,16,0.0
PARA-0034,0,15,0.0
DITE-0001,0,15,0.0
BORM-0001,0,15,0.0
JNMA-0004,0,15,0.0
PETE-1004,0,15,0.0
JTCO-0001,0,15,0.0
MSEL-0001,0,15,0.0
BCBO-0003,0,15,0.0
AHCP-0002,0,15,0.0
JOZE-0430,0,15,0.0
EURO-0002,0,15,0.0
SUNT-0003,0,15,0.0
PETE-0518,0,15,0.0
CELL-0004,0,15,0.0
REGI-0181,0,15,0.0
PROP-0003,0,15,0.0
PSOF-0001,0,15,0.0
GIME-0004,0,15,0.0
CENT-0215,0,15,0.0
PDIN-0003,0,15,0.0
HATR-0001,0,15,0.0
TALB-0001,0,14,0.0
LANS-0004,0,14,0.0
CLOU-0005,0,14,0.0
ASPO-0005,0,14,0.0
FRAN-0404,0,14,0.0
LALE-0001,0,14,0.0
IVAN-0412,0,14,0.0
PIMU-0001,0,14,0.0
BLUE-0039,0,14,0.0
STRE-0067,0,14,0.0
PMAR-0001,0,14,0.0
INBO-0006,0,14,0.0
WIFI-0001,0,14,0.0
INPO-0006,0,14,0.0
MPIN-0002,0,14,0.0
EGEN-0003,0,14,0.0
CEST-0040,0,14,0.0
FTPL-0001,0,14,0.0
CEST-0003,0,14,0.0
ITPR-0001,0,13,0.0
RTIS-0203,0,13,0.0
HAIN-0001,0,13,0.0
JAKU-0235,0,13,0.0
FUXO-0001,0,13,0.0
PETE-0111,0,13,0.0
RADO-0609,0,13,0.0
GECO-0004,0,13,0.0
REG-368493,0,13,0.0
DSYS-0001,0,13,0.0
G66I-0001,0,13,0.0
EGRE-0001,0,13,0.0
APLI-0013,0,13,0.0
INFO-0028,0,13,0.0
ONEG-0001,0,13,0.0
KGRO-0006,0,13,0.0
PROL-0023,0,13,0.0
IONS-0001,0,13,0.0
LONL-0001,0,13,0.0
VIKT-0069,0,13,0.0
VISU-0006,0,13,0.0
HLAV-0001,0,13,0.0
W3MI-0002,0,13,0.0
COFF-0010,0,13,0.0
WEBT-0010,0,13,0.0
MEDI-0352,0,13,0.0
MART-2131,0,13,0.0
LJPH-0001,0,13,0.0
NJUR-0001,0,12,0.0
SOLV-0006,0,12,0.0
CCLU-0001,0,12,0.0
FLYN-0001,0,12,0.0
KMRE-0001,0,12,0.0
AMIN-0002,0,12,0.0
TRIT-0011,0,12,0.0
VILA-0001,0,12,0.0
PETE-1426,0,12,0.0
BIGW-0001,0,12,0.0
BITC-0002,0,12,0.0
REG-361241,0,12,0.0
BOFO-0004,0,12,0.0
SOFT-0014,0,12,0.0
MEST-0050,0,12,0.0
CHIR-0004,0,12,0.0
MART-2895,0,12,0.0
ROST-0001,0,12,0.0
MASA-0001,0,12,0.0
EKON-0030,0,12,0.0
MNIK-0001,0,12,0.0
TATR-0054,0,12,0.0
LPMG-0001,0,12,0.0
6COM-0003,0,11,0.0
ORTE-0001,0,11,0.0
EKOR-0005,0,11,0.0
GUEV-0001,0,11,0.0
KLUB-0185,0,11,0.0
MOCC-0001,0,11,0.0
IGOR-0051,0,11,0.0
WEBI-0011,0,11,0.0
OPAL-0005,0,11,0.0
FELI-0004,0,11,0.0
LAMP-0002,0,11,0.0
JURA-0225,0,11,0.0
INTI-0040,0,11,0.0
LUBO-0180,0,11,0.0
BISA-0002,0,11,0.0
LLAM-0001,0,11,0.0
OMNI-0007,0,11,0.0
DANI-0020,0,11,0.0
TRIN-0028,0,11,0.0
WEBN-0001,0,11,0.0
BOMB-0004,0,11,0.0
MEDI-0127,0,11,0.0
MATE-0292,0,11,0.0
PETE-1436,0,11,0.0
TECH-0131,0,11,0.0
MILA-0279,0,11,0.0
WEBF-0008,0,11,0.0
MSMG-0001,0,11,0.0
H5SM-0001,0,11,0.0
MILO-0082,0,11,0.0
MINI-0006,0,11,0.0
MUWD-0001,0,11,0.0
WELD-0002,0,11,0.0
KPMG-0002,0,10,0.0
BSEI-0001,0,10,0.0
ELFA-0001,0,10,0.0
SLOV-0205,0,10,0.0
KVAT-0004,0,10,0.0
NETO-0001,0,10,0.0
NETT-0006,0,10,0.0
POLY-0065,0,10,0.0
SFBI-0001,0,10,0.0
SETS-0003,0,10,0.0
ATSK-0001,0,10,0.0
XPAY-0002,0,10,0.0
WINI-0004,0,10,0.0
PSKA-0001,0,10,0.0
BOST-0011,0,10,0.0
ZENO-0001,0,10,0.0
GOTT-0001,0,10,0.0
FORB-0007,0,10,0.0
JNHE-0006,0,10,0.0
ORIN-0005,0,10,0.0
BUGL-0001,0,10,0.0
SIEM-0007,0,10,0.0
PEMO-0001,0,10,0.0
ELEM-0022,0,10,0.0
TCOM-0001,0,9,0.0
CONS-0102,0,9,0.0
A3BO-0003,0,9,0.0
NIKO-0031,0,9,0.0
ITZH-0001,0,9,0.0
ACCE-0001,0,9,0.0
TAMS-0014,0,9,0.0
TRIL-0005,0,9,0.0
ELTE-0020,0,9,0.0
WEBW-0006,0,9,0.0
SLOV-1310,0,9,0.0
ZUZA-0474,0,9,0.0
WOOD-0010,0,9,0.0
MUDI-0001,0,9,0.0
EDIZ-0002,0,9,0.0
MONA-0004,0,9,0.0
DOMA-0012,0,9,0.0
WIBI-0001,0,9,0.0
FEVE-0001,0,9,0.0
MMBO-0002,0,9,0.0
VBIB-0001,0,9,0.0
MART-2152,0,9,0.0
SQCO-0001 ,0,9,0.0
NOVA-0052,0,9,0.0
MIRO-1509,0,9,0.0
LUBE-0005,0,9,0.0
DOBR-0054,0,9,0.0
DVID-0027,0,9,0.0
ELEC-0030,0,9,0.0
STZM-0001,0,9,0.0
ISOF-0001,0,9,0.0
PROL-0030,0,9,0.0
MICR-0003,0,9,0.0
XABA-0001,0,8,0.0
VISM-0002,0,8,0.0
ACCE-0002,0,8,0.0
ACSY-0001,0,8,0.0
DANN-0001,0,8,0.0
AISS-0002,0,8,0.0
UNIF-0015,0,8,0.0
SYSK-0001,0,8,0.0
MEDI-0535,0,8,0.0
BEST-0080,0,8,0.0
ITPA-0002,0,8,0.0
CLEA-0034,0,8,0.0
ALBE-0001,0,8,0.0
CENT-0324,0,8,0.0
IMPR-0018,0,8,0.0
KBSE-0001,0,8,0.0
ITRI-0009,0,8,0.0
ALPI-0006,0,8,0.0
CDEI-0001,0,8,0.0
PROM-0039,0,8,0.0
SIST-0003,0,8,0.0
TORO-0008,0,8,0.0
MIKO-0002,0,8,0.0
ACOJ-0001,0,8,0.0
MKUC-0001,0,8,0.0
KYBE-0006,0,8,0.0
EUSO-0001,0,8,0.0
VODO-0003,0,8,0.0
FUJA-0001,0,8,0.0
KANC-0003,0,8,0.0
CDIC-0001,0,8,0.0
MEGA-0008,0,8,0.0
TECH-0144,0,8,0.0
ACOM-0005,0,8,0.0
TRAD-0019,0,8,0.0
ZUEN-0401,0,8,0.0
BCPE-0006,0,8,0.0
DARK-0004,0,8,0.0
SKYN-0001,0,8,0.0
FIAT-0001,0,8,0.0
PDML-0001,0,8,0.0
MRPC-0001,0,8,0.0
METO-0014,0,8,0.0
ESTA-0001,0,8,0.0
BCTO-0005,0,8,0.0
IVES-0001,0,8,0.0
REVI-0039,0,8,0.0
NROD-0035,0,8,0.0
INTE-0511,0,8,0.0
UBOK-0028,0,8,0.0
PROM-0126,0,7,0.0
RTIS-0183,0,7,0.0
VIER-0206,0,7,0.0
PAVO-0167,0,7,0.0
IKSN-0001,0,7,0.0
LADI-0651,0,7,0.0
FFLY-0001,0,7,0.0
ARMI-0003,0,7,0.0
BLUE-0020,0,7,0.0
KORA-0001,0,7,0.0
REG-366807,0,7,0.0
ENET-0001,0,7,0.0
ATCO-0001,0,7,0.0
PETE-2240,0,7,0.0
STEE-0001,0,7,0.0
MART-0702,0,7,0.0
ENTO-0001,0,7,0.0
MICH-0971,0,7,0.0
GSWI-0001,0,7,0.0
RPSS-0001,0,7,0.0
MAME-0001,0,7,0.0
TOHO-0003,0,7,0.0
REKL-0013,0,7,0.0
BEKO-0009,0,7,0.0
MCOM-0008,0,7,0.0
